,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1462,We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2020-05-01,181929,76,0.926,0.135,0.542,0.0,0.0877,-5.064,0.293,135.14,4
1463,4:44,4:44,JAY-Z,2017-07-07,284493,64,0.261,0.139,0.852,4.26e-05,0.477,-4.965,0.158,177.997,4
1464,Bout A Million (feat. 42 Dugg & 21 Savage),Faith (Deluxe),Pop Smoke,2021-07-31,203586,51,0.717,0.51,0.682,0.0,0.127,-7.009,0.116,145.074,4
1465,4U,4U,Pi’erre Bourne,2021-04-02,218000,56,0.63,0.196,0.487,0.00316,0.133,-10.488,0.0531,108.753,4
1466,432 Hz Miracle Sleep Tone,432 Hz Deep Healing,Miracle Tones,2020-03-27,115000,66,0.246,0.876,0.103,0.941,0.0819,-27.18,0.0458,132.573,4
1467,Rojo,Pachanga Veraniega Vol. 4,Various Artists,2021-08-06,151146,0,0.652,0.15,0.595,0.000106,0.0836,-4.04,0.117,172.277,4
1468,4 Your Eyez Only,4 Your Eyez Only,J. Cole,2016-12-09,530253,64,0.701,0.367,0.485,6.31e-05,0.0852,-10.305,0.364,78.863,4
1469,4Real,Timeless Hip-Hop,Various Artists,2021-08-03,137493,0,0.789,0.209,0.631,0.0,0.185,-7.913,0.327,144.013,4
1470,We Paid,House Party Mix,Various Artists,2021-08-06,181929,0,0.926,0.135,0.542,0.0,0.0877,-5.064,0.293,135.14,4
1471,4L,i am > i was,21 Savage,2018-12-21,288364,57,0.879,0.000897,0.41,2.09e-05,0.108,-9.233,0.551,80.011,4
1472,Beat Box 4 (with NLE Choppa),Beat Box 4 (with NLE Choppa),SpotemGottem,2021-04-09,212026,72,0.811,0.0651,0.462,0.0,0.129,-8.153,0.418,160.125,4
1473,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,1969-09-26,185733,82,0.557,0.0339,0.54,0.00248,0.179,-10.484,0.0347,129.171,4
1474,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,2009-09-18,189693,69,0.753,0.00994,0.931,0.00696,0.234,-4.922,0.0652,113.029,4
1475,4AM,Songs of the SMP,Derivakat,2021-02-26,208644,65,0.528,0.804,0.541,0.0,0.216,-5.492,0.0398,82.686,4
1476,I Don't Fuck With You,Dark Sky Paradise,Big Sean,2015-02-24,284386,74,0.824,0.0362,0.733,0.0,0.325,-5.474,0.0613,97.972,4
1477,432 Hz Healing Sleep Music,432 Hz Deep Healing,Miracle Tones,2020-03-27,92000,65,0.153,0.859,0.0258,0.914,0.108,-28.761,0.0463,135.289,3
1478,Fire for You,Shadows,Cannons,2019-07-12,231825,73,0.737,0.114,0.678,0.157,0.123,-7.011,0.0962,102.051,4
1479,September,"The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",1978-11-23,215093,80,0.697,0.168,0.832,0.00131,0.269,-7.264,0.0298,125.926,4
1480,44 BullDog,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,150857,66,0.8,0.0287,0.564,1.65e-06,0.112,-5.817,0.4,139.989,4
1481,4r Da Squaw,The Sun's Tirade,Isaiah Rashad,2016-09-02,232571,64,0.667,0.532,0.523,2.12e-05,0.137,-9.477,0.329,143.934,4
1482,Headshots (4r Da Locals),Headshots (4r Da Locals),Isaiah Rashad,2021-06-18,193208,71,0.894,0.0308,0.615,0.00921,0.309,-6.269,0.0826,120.0,4
1483,444+222,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,247347,60,0.791,0.0235,0.513,2.83e-05,0.101,-6.568,0.269,76.997,4
1484,432 Hz Manifest Miracles,432 Hz Deep Healing,Miracle Tones,2020-03-27,113000,64,0.149,0.959,0.0491,0.886,0.1,-29.917,0.0396,137.853,4
1485,We Didn't Start the Fire,Storm Front,Billy Joel,1989-10-17,287733,75,0.712,0.0771,0.967,0.0,0.356,-5.206,0.047,145.024,4
1486,432 Hz Deep Relaxation,432 Hz Deep Healing,Miracle Tones,2020-03-27,144000,64,0.169,0.951,0.134,0.871,0.103,-23.973,0.0388,135.942,4
1487,Maybach (feat. Future),Free Dem Boyz,42 Dugg,2021-05-21,199093,71,0.735,0.0071,0.446,1.93e-05,0.173,-10.232,0.109,150.915,4
1488,4or Daze,Still Sleep?,Sleepy Hallow,2021-06-02,153600,63,0.853,0.165,0.455,0.0,0.104,-9.332,0.401,125.009,4
1489,Fire and Rain - 2019 Remaster,Sweet Baby James (2019 Remaster),James Taylor,1970-02-01,203613,72,0.597,0.766,0.271,0.0119,0.0933,-17.293,0.0394,76.271,4
1490,432 Hz Calm the Mind,432 Hz Deep Healing,Miracle Tones,2020-03-27,120000,64,0.148,0.976,0.102,0.799,0.107,-28.066,0.0361,138.688,3
1491,Set Fire to the Rain,21,Adele,2011-01-24,242973,74,0.603,0.00408,0.67,1.68e-06,0.112,-3.882,0.0249,107.993,4
1492,432 Hz Ease Anxiety,432 Hz Deep Healing,Miracle Tones,2020-03-27,135000,64,0.153,0.968,0.0868,0.917,0.096,-25.53,0.0417,138.427,4
1493,Headshots (4r Da Locals),The House Is Burning,Isaiah Rashad,2021-07-30,193208,67,0.894,0.0308,0.615,0.00921,0.309,-6.269,0.0826,120.0,4
1494,432 Hz Raise Positive Energy,432 Hz Deep Healing,Miracle Tones,2020-03-27,158000,64,0.143,0.98,0.124,0.885,0.0941,-26.985,0.0432,140.881,3
1495,FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,188238,77,0.582,0.875,0.272,0.0,0.13,-5.662,0.0501,205.846,4
1496,432 Hz Elevate Your Vibration,432 Hz Deep Healing,Miracle Tones,2020-03-27,163000,64,0.143,0.939,0.073,0.835,0.102,-28.019,0.0427,141.011,4
1497,good 4 u,SOUR,Olivia Rodrigo,2021-05-21,178146,71,0.562,0.297,0.643,0.0,0.0848,-5.025,0.141,166.814,4
1498,432 Hz Bring Down Heart Rate,432 Hz Deep Healing,Miracle Tones,2020-03-27,185000,64,0.162,0.966,0.0599,0.925,0.0908,-27.666,0.038,132.712,4
1499,Girl on Fire,Girl on Fire (Remixes) - EP,Alicia Keys,2012-11-18,224920,75,0.482,0.135,0.706,0.00106,0.105,-5.762,0.0607,92.513,4
1500,505,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,253586,76,0.52,0.00237,0.852,5.79e-05,0.0733,-5.866,0.0543,140.267,4
1501,Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),Maroon 5,2021-06-11,227395,88,0.713,0.0377,0.676,0.0,0.154,-5.483,0.027,99.048,4
1502,5% TINT,ASTROWORLD,Travis Scott,2018-08-03,196138,78,0.712,0.173,0.481,0.0,0.241,-5.415,0.0487,140.0,4
1503,512,Primer Dia de Clases,Mora,2021-02-05,193636,87,0.818,0.348,0.673,0.0,0.172,-7.542,0.148,87.961,4
1504,5-1-5-0,Home,Dierks Bentley,2012-01-01,182893,65,0.554,0.0246,0.849,0.000233,0.31,-5.181,0.0357,116.992,4
1505,9 5 . s o u t h,The Off-Season,J. Cole,2021-05-14,196946,76,0.713,0.271,0.793,0.0,0.727,-5.277,0.397,71.724,4
1506,I'm Gonna Be (500 Miles),Finest,The Proclaimers,2003-09-01,219466,73,0.851,0.151,0.551,0.0,0.0827,-5.177,0.0396,131.922,4
1507,"5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez)",Bigger Than Life Or Death,EST Gee,2021-07-21,184833,64,0.843,0.0215,0.697,0.0,0.144,-6.542,0.349,98.081,4
1508,The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,201600,79,0.49,0.0221,0.618,3.77e-06,0.259,-5.655,0.104,99.7,4
1509,In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,193466,71,0.902,0.26,0.72,0.0,0.0749,-2.776,0.347,90.059,4
1510,5 A.M.,YS Collection Vol. 1,Logic,2021-06-25,220516,67,0.72,0.205,0.677,0.0,0.0966,-4.592,0.162,174.072,4
1511,Memories,JORDI (Deluxe),Maroon 5,2021-06-11,189486,85,0.775,0.841,0.327,0.0,0.0821,-7.241,0.0557,91.05,4
1512,50 Ways to Say Goodbye,California 37,Train,2012-04-17,247946,66,0.591,0.000284,0.935,0.000278,0.142,-2.664,0.0478,140.043,4
1513,528 Hz Anxiety Relief,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,116062,67,0.328,0.983,0.0686,0.664,0.0963,-28.37,0.0496,138.593,4
1514,5 O'Clock (feat. Lily Allen & Wiz Khalifa),Revolver (Expanded Edition),T-Pain,2011-12-06,281280,60,0.523,0.0697,0.742,0.0,0.102,-5.495,0.227,83.066,4
1515,5 shots,she's no angel,gianni & kyle,2018-11-01,181709,66,0.918,0.124,0.449,0.0,0.0595,-5.702,0.0605,91.978,4
1516,Payphone,Overexposed,Maroon 5,2012-01-01,231386,74,0.739,0.0136,0.756,0.0,0.37,-4.828,0.0394,110.028,4
1517,Many Men (Wish Death),Get Rich Or Die Tryin',50 Cent,2003-02-06,256226,67,0.653,0.0153,0.826,0.00146,0.131,-2.93,0.354,108.52,5
1518,White Noise - 500 hz,Unison,Granular,2017-10-13,147096,75,0.0,0.923,4.98e-05,0.297,0.11,-32.354,0.0,0.0,0
1519,It's Five O'Clock Somewhere,34 Number Ones,Alan Jackson,2010-11-19,230133,67,0.713,0.208,0.772,0.0,0.211,-6.69,0.0372,125.202,4
1520,528 Hz Love Frequency,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,156750,66,0.159,0.99,0.0978,0.819,0.0917,-27.322,0.0454,133.258,4
1521,Sugar,V,Maroon 5,2014-09-02,235493,80,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,4
1522,50 Ways to Leave Your Lover,Still Crazy After All These Years,Paul Simon,1975-10-25,217346,68,0.815,0.166,0.372,0.000116,0.0767,-12.814,0.0752,101.684,4
1523,528 Hz Release Inner Conflict & Struggle,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,135187,66,0.232,0.89,0.125,0.891,0.111,-24.116,0.0548,75.051,3
1524,9 to 5,9 To 5 And Odd Jobs,Dolly Parton,1980,162466,75,0.554,0.416,0.783,1.54e-06,0.631,-5.852,0.0457,105.39,4
1525,5:32pm,Vibes 2,The Deli,2016-10-17,136914,68,0.691,0.686,0.186,0.934,0.0762,-13.672,0.0487,86.383,4
1526,Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,203417,80,0.596,0.0169,0.854,0.0,0.124,-5.114,0.463,120.274,4
1527,21 Questions,Get Rich Or Die Tryin',50 Cent,2003-02-06,224426,70,0.576,0.353,0.807,0.000363,0.0512,-3.908,0.317,90.012,4
1528,528 Hz DNA Repair,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,142163,66,0.163,0.956,0.0828,0.762,0.0992,-28.174,0.0442,139.338,3
1529,Sugar,Good Old Days,Various Artists,2021-07-23,234000,3,0.729,0.0747,0.786,0.0,0.0878,-6.348,0.0337,120.068,4
1530,I Got 5 On It,Operation Stackola,Luniz,1995-01-01,253533,73,0.6,0.209,0.706,0.0,0.125,-7.899,0.361,173.926,4
1531,528 Hz Love & Miracles,528 Hz Meditation Music,Miracle Tones,2020-10-23,137075,65,0.173,0.93,0.0683,0.707,0.107,-28.341,0.066,139.847,5
1532,Sunday Morning,Family Pool Party,Various Artists,2021-08-11,243080,0,0.443,0.0851,0.772,0.0,0.0566,-5.066,0.067,87.825,4
1533,5 Am in Toronto,Care Package,Drake,2019-08-02,205264,57,0.555,0.0678,0.88,0.0,0.0723,-4.325,0.265,87.195,4
1534,528 Hz Manifest Love,528 Hz Meditation Music,Miracle Tones,2020-10-23,106270,65,0.168,0.977,0.0654,0.851,0.0986,-30.119,0.0393,138.061,4
1535,Misery,Family Pool Party,Various Artists,2021-08-11,216640,0,0.696,0.000264,0.816,0.0,0.0867,-4.902,0.0407,102.984,4
1536,528 Hz Bring Positive Transformation,528 Hz Meditation Music,Miracle Tones,2020-10-23,111000,65,0.183,0.965,0.027,0.992,0.116,-28.285,0.0387,68.149,3
1537,Beautiful Mistakes (feat. Megan Thee Stallion),"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,196360,0,0.721,0.0364,0.677,0.0,0.219,-5.732,0.029,99.048,4
1538,528 Hz Whole Body Regeneration,528 Hz Meditation Music,Miracle Tones,2020-10-23,146062,65,0.164,0.963,0.0812,0.808,0.102,-26.974,0.0547,140.408,4
1539,This Love,Family Pool Party,Various Artists,2021-08-11,205746,0,0.712,0.0606,0.868,0.0,0.0897,-4.098,0.038,95.041,4
1540,She Will Be Loved - Radio Mix,Family Pool Party,Various Artists,2021-08-11,257825,0,0.699,0.0588,0.71,0.0,0.134,-5.525,0.0295,102.06,4
1541,528 Hz Manifest Your Greatness,528 Hz Meditation Music,Miracle Tones,2020-10-23,128625,64,0.162,0.954,0.0698,0.949,0.114,-30.509,0.0684,136.306,3
1542,Girls Like You,Family Pool Party,Various Artists,2021-08-11,215229,0,0.604,0.558,0.462,1.05e-06,0.131,-7.053,0.0614,60.26,4
1543,528 Hz Dreamscape for Positive Transformation,528 Hz Meditation Music,Miracle Tones,2020-10-23,135874,64,0.163,0.93,0.0677,0.886,0.111,-29.513,0.044,142.955,3
1544,One More Night,Family Pool Party,Various Artists,2021-08-11,219866,0,0.718,0.057,0.821,0.0,0.0862,-3.418,0.0314,93.003,4
1545,528 Hz Raise Positive Vibrations,528 Hz Meditation Music,Miracle Tones,2020-10-23,123797,64,0.203,0.979,0.0737,0.962,0.139,-28.092,0.0785,140.306,4
1546,She Will Be Loved - Radio Mix,Estate Chill 2021,Various Artists,2021-08-13,257825,0,0.699,0.0588,0.71,0.0,0.134,-5.525,0.0295,102.06,4
1547,528 Hz Emotional Healing,528 Hz Meditation Music,Miracle Tones,2020-10-23,134958,64,0.166,0.988,0.0438,0.887,0.0979,-30.378,0.0442,134.62,4
1548,This Love - Acoustic,All Acoustic,Various Artists,2021-07-23,255293,0,0.649,0.502,0.621,1.23e-05,0.379,-8.959,0.0558,91.25,4
1549,528 Hz Heal Golden Chakra,528 Hz Meditation Music,Miracle Tones,2020-10-23,129062,64,0.153,0.964,0.0522,0.98,0.0893,-27.804,0.0433,140.601,4
1550,6 Foot 7 Foot,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,248586,71,0.365,0.000707,0.751,0.0,0.318,-5.429,0.304,79.119,4
1551,Calling My Phone,Destined 2 Win,Lil Tjay,2021-04-02,205458,85,0.907,0.451,0.393,1.35e-06,0.135,-7.636,0.0539,104.949,4
1552,679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,196693,74,0.618,0.00256,0.717,0.0,0.625,-5.738,0.318,190.05,4
1553,Sex on Fire,Only By The Night,Kings of Leon,2008-09-23,203346,80,0.542,0.00172,0.905,0.0104,0.136,-5.653,0.054,153.398,4
1554,6locc 6a6y,6locc 6a6y,Lil Loaded,2019-12-06,131285,74,0.871,0.296,0.702,0.0,0.0912,-8.025,0.253,125.089,4
1555,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,1984-11-05,216053,81,0.508,0.0183,0.834,0.0,0.0732,-6.205,0.0386,139.131,4
1556,6 Kiss,A Love Letter To You 4,Trippie Redd,2019-11-22,199436,68,0.687,0.109,0.449,0.0,0.282,-10.061,0.154,142.048,4
1557,Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,189486,77,0.581,0.0153,0.662,0.0,0.111,-5.239,0.303,93.023,4
1558,6's to 9's (feat. Rationale),Superdream,Big Wild,2019-02-01,206073,68,0.714,0.145,0.663,0.0,0.264,-5.799,0.0694,95.497,4
1559,6 God,If You're Reading This It's Too Late,Drake,2015-02-12,180666,63,0.868,0.0249,0.623,0.0,0.125,-8.595,0.101,105.446,4
1560,Sex Sells,Are You Alright?,Lovejoy,2021-05-08,246536,75,0.468,0.00574,0.721,0.0,0.111,-9.175,0.0343,145.989,4
1561,679 (feat. Monty),Fetty Wap (Deluxe),Fetty Wap,2015-09-25,186986,58,0.545,0.00715,0.763,0.0,0.668,-5.528,0.407,126.59,5
1562,639 Hz Attract Love & Raise Positive Energy,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,168000,64,0.261,0.947,0.29,0.634,0.0976,-21.365,0.0403,66.172,5
1563,Over The Top (feat. Drake),Over The Top (feat. Drake),Smiley,2021-07-23,153406,82,0.833,0.0493,0.498,0.0,0.119,-5.196,0.117,139.928,4
1564,66,Lil Boat 2,Lil Yachty,2018-03-09,153474,64,0.667,0.0455,0.723,0.000193,0.213,-4.31,0.27,148.058,4
1565,Sex Sounds,True 2 Myself,Lil Tjay,2019-10-11,162453,76,0.857,0.281,0.427,0.0,0.108,-8.638,0.112,130.033,4
1566,616,616,O.A.O.,2021-01-07,96019,45,0.795,0.00773,0.564,0.0159,0.107,-6.963,0.0935,160.044,4
1567,639 Hz Heal Heart Chakra,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,151000,63,0.213,0.977,0.178,0.932,0.112,-23.445,0.0449,143.439,4
1568,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,171374,82,0.767,0.234,0.481,0.0,0.269,-8.52,0.0803,150.076,4
1569,6 AM,La Familia,J Balvin,2013-09-29,243226,68,0.746,0.152,0.746,0.0,0.274,-5.046,0.102,175.965,4
1570,639 Hz Harmonize Relationships,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,139500,62,0.232,0.95,0.138,0.966,0.0918,-25.028,0.0356,67.507,4
1571,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,290146,71,0.369,0.0194,0.467,0.46,0.109,-9.018,0.0274,94.473,4
1572,6 Man,If You're Reading This It's Too Late,Drake,2015-02-12,167653,59,0.568,0.217,0.535,0.0,0.114,-9.306,0.513,83.589,4
1573,639 Hz Miracle Love Tone,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,194250,62,0.159,0.965,0.0355,0.922,0.0994,-28.74,0.0389,133.487,4
1574,61st to 64th,61st to 64th,Lil Zay Osama,2021-01-22,121853,52,0.843,0.403,0.535,0.0,0.101,-8.922,0.507,73.063,4
1575,Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter,6LACK,2018-09-14,240341,74,0.61,0.696,0.458,0.000103,0.0852,-11.336,0.36,192.099,4
1576,6locc 6a6y (feat. NLE Choppa) - Remix,6locc 6a6y (feat. NLE Choppa) [Remix],Lil Loaded,2020-06-19,176583,61,0.862,0.277,0.673,0.0,0.101,-9.111,0.3,125.101,4
1577,6 Inch (feat. The Weeknd),Lemonade,Beyoncé,2016-04-23,260440,62,0.516,0.0433,0.637,3.89e-06,0.11,-8.832,0.0632,138.011,4
1578,l e t . g o . m y . h a n d (with Bas & 6LACK),The Off-Season,J. Cole,2021-05-14,266291,74,0.583,0.506,0.625,0.0,0.196,-8.011,0.277,89.812,4
1579,"6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 7. Variation VI: Allegretto",Classical Drive Time,Various Artists,2021-08-01,42704,0,0.412,0.993,0.251,0.917,0.0989,-20.104,0.0493,125.068,4
1580,Cyber Sex,Hot Pink,Doja Cat,2019-11-07,165733,73,0.917,0.318,0.657,3.62e-06,0.0754,-5.716,0.0921,131.03,4
1581,"6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 3. Variation II",Classical Drive Time,Various Artists,2021-08-01,49869,0,0.226,0.985,0.201,0.982,0.156,-24.448,0.0477,127.242,3
1582,"Sunflower, Vol. 6",Fine Line,Harry Styles,2019-12-13,221826,73,0.566,0.000564,0.846,0.000795,0.121,-6.904,0.035,160.02,4
1583,"6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 5. Variation IV",Classical Drive Time,Various Artists,2021-08-01,81381,0,0.239,0.988,0.114,0.925,0.125,-25.132,0.0423,153.033,4
1584,Score (feat. SZA & 6LACK),The House Is Burning,Isaiah Rashad,2021-07-30,200968,67,0.5,0.442,0.515,0.00018,0.0681,-8.283,0.31,85.173,4
1585,"6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 4. Variation III",Classical Drive Time,Various Artists,2021-08-01,84726,0,0.331,0.988,0.0333,0.969,0.101,-29.987,0.043,140.805,4
1586,sex money feelings die - slowed version,sex money feelings die (slowed version),Lykke Li,2019-10-18,168810,75,0.797,0.471,0.44,1.57e-06,0.0849,-6.587,0.0594,111.014,4
1587,"6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 6. Variation V: Adagio",Classical Drive Time,Various Artists,2021-08-01,138223,0,0.386,0.983,0.0501,0.953,0.0974,-27.367,0.0438,64.501,4
1588,Antisocial,Antisocial,Slump6s,2021-04-26,175360,73,0.615,0.00196,0.576,0.0,0.387,-7.268,0.345,146.37,4
1589,"6 Variations on ""Mio caro Adone"" by Salieri in B, K.180: 2. Variation I",Classical Drive Time,Various Artists,2021-08-01,48157,0,0.401,0.994,0.13,0.966,0.186,-24.931,0.0453,130.365,3
1590,PRBLMS,FREE 6LACK,6LACK,2016-11-18,246773,72,0.417,0.0307,0.58,1.45e-06,0.179,-4.574,0.207,68.58,5
1591,6locc 6a6y (feat. NLE Choppa) - Remix,A Demon In 6lue,Lil Loaded,2020-10-09,177569,62,0.841,0.287,0.765,0.0,0.122,-6.909,0.248,125.093,4
1592,6 months,love + everything else,John K,2020-11-12,217161,64,0.661,0.26,0.576,0.0,0.089,-6.058,0.0412,145.91,4
1593,Like A G6,Free Wired,Far East Movement,2010-01-01,216893,69,0.435,0.00676,0.837,0.0,0.117,-8.126,0.449,124.913,4
1594,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,264306,80,0.559,0.0576,0.345,0.000105,0.141,-13.496,0.0459,84.581,4
1595,6th Avenue Heartache,Bringing Down The Horse,The Wallflowers,1996-01-01,337400,59,0.454,0.046,0.853,0.000198,0.334,-6.494,0.0367,150.081,4
1596,Sex with a Ghost,Sock-Footed,Teddy Hyde,2018-04-02,240229,69,0.48,0.874,0.329,0.00165,0.244,-12.487,0.0329,80.375,4
1597,Six Feet Under,Six Feet Under,Billie Eilish,2016-11-17,189613,74,0.576,0.807,0.307,0.000355,0.0792,-12.732,0.0428,67.513,4
1598,6am In NY,Sleepy Hallow Presents: Sleepy For President,Sleepy Hallow,2020-06-05,149608,58,0.899,0.393,0.475,0.0,0.0443,-7.737,0.337,90.02,4
1599,Sex & Candy,Marcy Playground,Marcy Playground,1997-01-01,173493,67,0.67,0.238,0.558,0.0,0.106,-9.159,0.0251,80.511,4
1600,7 rings,"thank u, next",Ariana Grande,2019-02-08,178626,84,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,140.048,4
1601,7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,79,0.765,0.287,0.473,0.0,0.391,-5.829,0.0514,119.992,4
1602,7 Summers,Dangerous: The Double Album,Morgan Wallen,2021-01-08,210506,73,0.466,0.417,0.786,6.1e-05,0.125,-5.13,0.0328,203.903,4
1603,Seven Nation Army,Elephant,The White Stripes,2003-04-01,232106,82,0.743,0.0039,0.446,0.118,0.337,-7.807,0.0683,123.596,4
1604,734,Goodbye & Good Riddance (Anniversary Edition),Juice WRLD,2021-05-28,196146,75,0.663,0.123,0.545,0.0,0.106,-3.93,0.036,78.452,4
1605,7AM,Luv Is Rage,Lil Uzi Vert,2015-12-18,219712,71,0.638,0.275,0.526,0.0,0.462,-8.401,0.131,139.054,4
1606,772 Love,772 Love,YNW Melly,2017-10-16,209488,71,0.676,0.226,0.623,1.66e-05,0.159,-7.297,0.0352,111.466,4
1607,Knock Knock,Angelic 7,SoFaygo,2020-01-10,139728,81,0.669,0.0485,0.629,0.0,0.346,-6.032,0.0657,125.935,4
1608,7 Summers,7 Summers,Morgan Wallen,2020-08-14,210122,65,0.457,0.428,0.774,4.29e-05,0.119,-5.201,0.0336,203.863,4
1609,7 Years (Remix),7 Years (Remix),Sik World,2016-06-04,134197,73,0.811,0.227,0.609,0.0,0.102,-8.376,0.0996,120.071,4
1610,deja vu,"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,213973,0,0.435,0.588,0.606,1.4e-05,0.456,-7.254,0.0915,180.503,4
1611,7 Things - Single Version,Breakout,Miley Cyrus,2008-01-01,213453,64,0.59,0.0232,0.903,0.0,0.0786,-4.478,0.0363,107.023,4
1612,7/11,BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,213506,70,0.747,0.0128,0.705,0.0,0.126,-5.137,0.126,136.024,4
1613,6 Foot 7 Foot,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,248586,71,0.365,0.000707,0.751,0.0,0.318,-5.429,0.304,79.119,4
1614,7.62 God,Gucci Mane Presents: So Icy Summer,Gucci Mane,2020-07-03,177110,62,0.819,0.00861,0.651,0.0,0.378,-5.859,0.291,77.013,4
1615,Peaches (feat. Daniel Caesar & Giveon),"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,196373,0,0.688,0.389,0.671,0.0,0.606,-6.236,0.0916,89.928,4
1616,7 & 7,Diamonds & Gasoline,Turnpike Troubadours,2010-08-31,289653,60,0.401,0.0227,0.802,0.0,0.338,-5.278,0.0294,191.093,4
1617,Ride the Lightning (717 Tapes),Ride the Lightning (717 Tapes),Warren Zeiders,2021-06-25,186458,72,0.563,0.749,0.48,7.59e-05,0.0944,-6.349,0.0336,78.847,4
1618,Kiss Me More (feat. SZA),"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,207640,0,0.785,0.239,0.689,0.000164,0.131,-3.472,0.0301,110.963,4
1619,7 Am Freestyle,Future & Juice WRLD Present... WRLD ON DRUGS,Future,2018-10-19,192906,61,0.951,0.0185,0.401,0.0,0.149,-8.92,0.411,129.976,4
1620,7:00,A N N I V E R S A R Y (Deluxe),Bryson Tiller,2021-02-26,188293,62,0.685,0.11,0.572,0.0,0.183,-5.685,0.147,117.336,4
1621,777,Nectar,Joji,2020-09-25,181772,64,0.574,0.268,0.604,2.98e-06,0.139,-9.933,0.0863,179.636,4
1622,Runnin' Thru the 7th with My Woadies,$outh $ide $uicide,$uicideboy$,2015-09-15,205766,73,0.686,0.0656,0.621,0.000221,0.139,-7.243,0.187,112.082,4
1623,741 Hz Full Body Cell Level Detox,741 Hz Full Body Detox,Miracle Tones,2019-10-22,134500,62,0.199,0.945,0.117,0.901,0.0979,-27.902,0.0488,137.75,3
1624,Your Power,"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,240786,0,0.603,0.936,0.288,0.000405,0.146,-13.992,0.0746,129.608,4
1625,741 Hz Cleanse Aura,741 Hz Full Body Detox,Miracle Tones,2019-10-22,145750,62,0.164,0.979,0.149,0.641,0.0812,-26.253,0.0598,137.587,4
1626,pov,"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,199013,0,0.453,0.376,0.531,0.0,0.11,-5.64,0.0545,131.258,4
1627,741 Hz Spiritual Detox,741 Hz Full Body Detox,Miracle Tones,2019-10-22,141250,62,0.258,0.98,0.129,0.655,0.118,-27.348,0.0374,145.61,4
1628,7,The Ride,Catfish and the Bottlemen,2016-05-27,256306,65,0.531,0.000204,0.711,0.00291,0.108,-4.933,0.0398,155.068,4
1629,Old Town Road - Remix,7 EP,Lil Nas X,2019-06-21,157066,80,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,136.041,4
